"Notes"	"ICD Chapter"	"ICD Chapter Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Jan., 1999"	"1999/01"	834	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Feb., 1999"	"1999/02"	745	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Mar., 1999"	"1999/03"	918	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Apr., 1999"	"1999/04"	782	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"May, 1999"	"1999/05"	698	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Jun., 1999"	"1999/06"	652	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Jul., 1999"	"1999/07"	610	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Aug., 1999"	"1999/08"	698	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Sep., 1999"	"1999/09"	672	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Oct., 1999"	"1999/10"	696	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Nov., 1999"	"1999/11"	720	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Dec., 1999"	"1999/12"	825	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"			8850	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Jan., 2000"	"2000/01"	972	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Feb., 2000"	"2000/02"	734	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Mar., 2000"	"2000/03"	753	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Apr., 2000"	"2000/04"	680	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"May, 2000"	"2000/05"	668	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Jun., 2000"	"2000/06"	627	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Jul., 2000"	"2000/07"	605	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Aug., 2000"	"2000/08"	631	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Sep., 2000"	"2000/09"	599	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Oct., 2000"	"2000/10"	691	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Nov., 2000"	"2000/11"	682	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Dec., 2000"	"2000/12"	778	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"			8420	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Jan., 2001"	"2001/01"	830	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Feb., 2001"	"2001/02"	725	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Mar., 2001"	"2001/03"	785	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Apr., 2001"	"2001/04"	682	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"May, 2001"	"2001/05"	732	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Jun., 2001"	"2001/06"	642	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Jul., 2001"	"2001/07"	718	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Aug., 2001"	"2001/08"	684	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Sep., 2001"	"2001/09"	689	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Oct., 2001"	"2001/10"	760	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Nov., 2001"	"2001/11"	728	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Dec., 2001"	"2001/12"	807	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"			8782	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Jan., 2002"	"2002/01"	836	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Feb., 2002"	"2002/02"	780	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Mar., 2002"	"2002/03"	882	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Apr., 2002"	"2002/04"	786	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"May, 2002"	"2002/05"	776	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Jun., 2002"	"2002/06"	722	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Jul., 2002"	"2002/07"	727	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Aug., 2002"	"2002/08"	688	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Sep., 2002"	"2002/09"	681	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Oct., 2002"	"2002/10"	775	Not Applicable	Not Applicable
