"Notes"	"ICD Chapter"	"ICD Chapter Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Jan., 1999"	"1999/01"	1154	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Feb., 1999"	"1999/02"	985	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Mar., 1999"	"1999/03"	1196	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Apr., 1999"	"1999/04"	918	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"May, 1999"	"1999/05"	886	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Jun., 1999"	"1999/06"	792	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Jul., 1999"	"1999/07"	795	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Aug., 1999"	"1999/08"	792	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Sep., 1999"	"1999/09"	765	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Oct., 1999"	"1999/10"	889	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Nov., 1999"	"1999/11"	905	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	"Dec., 1999"	"1999/12"	1051	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"			11128	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Jan., 2000"	"2000/01"	1292	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Feb., 2000"	"2000/02"	1009	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Mar., 2000"	"2000/03"	888	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Apr., 2000"	"2000/04"	804	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"May, 2000"	"2000/05"	792	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Jun., 2000"	"2000/06"	758	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Jul., 2000"	"2000/07"	788	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Aug., 2000"	"2000/08"	811	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Sep., 2000"	"2000/09"	859	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Oct., 2000"	"2000/10"	903	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Nov., 2000"	"2000/11"	871	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	"Dec., 2000"	"2000/12"	1080	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"			10855	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Jan., 2001"	"2001/01"	1126	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Feb., 2001"	"2001/02"	967	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Mar., 2001"	"2001/03"	954	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Apr., 2001"	"2001/04"	888	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"May, 2001"	"2001/05"	873	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Jun., 2001"	"2001/06"	837	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Jul., 2001"	"2001/07"	836	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Aug., 2001"	"2001/08"	758	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Sep., 2001"	"2001/09"	822	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Oct., 2001"	"2001/10"	876	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Nov., 2001"	"2001/11"	945	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	"Dec., 2001"	"2001/12"	964	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"			10846	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Jan., 2002"	"2002/01"	1133	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Feb., 2002"	"2002/02"	1091	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Mar., 2002"	"2002/03"	1133	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Apr., 2002"	"2002/04"	912	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"May, 2002"	"2002/05"	904	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Jun., 2002"	"2002/06"	850	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Jul., 2002"	"2002/07"	873	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Aug., 2002"	"2002/08"	826	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Sep., 2002"	"2002/09"	893	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Oct., 2002"	"2002/10"	911	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Nov., 2002"	"2002/11"	954	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	"Dec., 2002"	"2002/12"	1133	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"			11613	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Jan., 2003"	"2003/01"	1240	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Feb., 2003"	"2003/02"	1089	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Mar., 2003"	"2003/03"	1031	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Apr., 2003"	"2003/04"	977	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"May, 2003"	"2003/05"	921	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Jun., 2003"	"2003/06"	861	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Jul., 2003"	"2003/07"	905	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Aug., 2003"	"2003/08"	894	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Sep., 2003"	"2003/09"	897	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Oct., 2003"	"2003/10"	977	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Nov., 2003"	"2003/11"	966	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	"Dec., 2003"	"2003/12"	1272	Not Applicable	Not Applicable
"Total"	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"			12030	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Jan., 2004"	"2004/01"	1345	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Feb., 2004"	"2004/02"	1115	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Mar., 2004"	"2004/03"	1031	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Apr., 2004"	"2004/04"	1045	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"May, 2004"	"2004/05"	915	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Jun., 2004"	"2004/06"	916	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Jul., 2004"	"2004/07"	921	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Aug., 2004"	"2004/08"	916	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Sep., 2004"	"2004/09"	875	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Oct., 2004"	"2004/10"	988	Not Applicable	Not Applicable
	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	"Nov., 2004"	"2004/11"	929	Not Applicable	Not Applicable
